latitude,longitude,descr_athmo,descr_lum,descr_etat_surf,descr_dispo_secu,descr_grav
45.7833,3.08333,3.0,1.0,7.0,14.0,1
45.9,3.11667,3.0,1.0,7.0,14.0,1
45.9,3.11667,3.0,1.0,7.0,14.0,1
45.7833,3.08333,3.0,4.0,7.0,14.0,1
45.7833,3.08333,5.0,1.0,7.0,14.0,1
45.7833,3.08333,3.0,4.0,7.0,14.0,1
48.95,2.86667,6.0,1.0,7.0,7.0,1
45.4333,4.4,3.0,4.0,7.0,14.0,1
48.6333,2.55,3.0,4.0,7.0,14.0,1
48.7333,2.61667,3.0,4.0,7.0,14.0,1
46.7333,4.85,3.0,3.0,7.0,14.0,1
45.6367,6.3089,3.0,4.0,7.0,14.0,1
48.6833,6.15,3.0,4.0,6.0,14.0,1
48.85,6.06667,3.0,4.0,7.0,14.0,1
44.3833,5.2,3.0,4.0,7.0,14.0,1
45.0,4.88333,3.0,3.0,7.0,14.0,1
44.4167,4.9,3.0,4.0,7.0,14.0,1
44.2833,4.85,3.0,4.0,7.0,14.0,1
46.25,4.78333,3.0,4.0,7.0,14.0,1
43.4,5.36667,6.0,4.0,6.0,14.0,1
45.4333,4.31667,5.0,4.0,6.0,14.0,1
45.7333,4.16667,3.0,4.0,7.0,14.0,1
45.4333,4.4,3.0,4.0,7.0,14.0,1
45.4333,4.4,3.0,4.0,7.0,14.0,1
45.7667,4.88333,3.0,4.0,7.0,14.0,1
45.7667,4.88333,3.0,4.0,7.0,14.0,1
45.7,4.81667,3.0,4.0,7.0,14.0,1
45.5167,4.86667,3.0,4.0,7.0,14.0,1
48.8583,2.2953,3.0,4.0,7.0,14.0,1
45.6917,4.93333,3.0,4.0,6.0,14.0,1
45.6917,4.93333,3.0,4.0,6.0,14.0,1
45.6167,4.9,3.0,4.0,7.0,14.0,1
45.6167,4.9,3.0,4.0,7.0,14.0,1
45.6667,4.85,3.0,4.0,7.0,14.0,1
45.6667,4.85,3.0,4.0,7.0,14.0,1
48.8583,2.2953,3.0,1.0,7.0,14.0,1
46.0667,4.71667,3.0,4.0,7.0,14.0,1
45.4333,4.31667,3.0,4.0,7.0,14.0,1
43.1167,5.93333,3.0,4.0,7.0,14.0,1
43.1167,5.93333,3.0,4.0,7.0,14.0,1
48.8,2.06667,3.0,4.0,7.0,14.0,1
48.825,2.125,3.0,4.0,7.0,14.0,1
48.6833,1.98333,3.0,4.0,7.0,11.0,1
49.0431,-0.806389,2.0,4.0,8.0,14.0,1
45.7667,4.88333,3.0,0.0,7.0,14.0,1
49.8833,2.25,3.0,4.0,7.0,14.0,1
49.9167,2.31667,3.0,4.0,7.0,14.0,1
48.7,2.45,3.0,4.0,7.0,14.0,1
48.7,2.18333,3.0,4.0,7.0,14.0,1
48.7,2.18333,3.0,4.0,7.0,14.0,1
48.7333,2.33333,7.0,4.0,7.0,14.0,1
48.7333,2.33333,7.0,4.0,7.0,14.0,1
48.7,2.18333,3.0,4.0,7.0,14.0,1
48.6333,2.3,5.0,4.0,6.0,14.0,1
48.6333,2.26667,3.0,4.0,7.0,14.0,1
48.6,2.48333,3.0,4.0,7.0,14.0,1
48.5667,2.5,3.0,4.0,7.0,14.0,1
48.5167,2.21667,3.0,4.0,7.0,14.0,1
48.4333,2.15,3.0,4.0,7.0,14.0,1
48.6823,2.1675,3.0,4.0,7.0,14.0,1
48.65,2.38333,3.0,4.0,7.0,14.0,1
48.7333,2.33333,3.0,4.0,7.0,14.0,1
48.6667,2.35,3.0,4.0,7.0,14.0,1
48.6167,2.48333,3.0,4.0,7.0,14.0,1
48.6333,2.26667,3.0,4.0,7.0,14.0,1
43.7833,-1.21667,3.0,3.0,7.0,14.0,1
43.7833,-1.21667,3.0,3.0,7.0,14.0,1
44.0667,-1.06667,3.0,3.0,7.0,14.0,1
48.9667,2.25,3.0,4.0,7.0,14.0,1
46.1,6.63333,4.0,4.0,6.0,14.0,1
46.1667,6.33333,3.0,4.0,7.0,14.0,1
43.3,-0.366667,3.0,4.0,7.0,7.0,1
43.8333,4.35,3.0,3.0,7.0,14.0,1
43.5333,4.14167,3.0,4.0,7.0,14.0,1
43.9333,4.6,3.0,3.0,7.0,14.0,1
43.95,4.63333,3.0,0.0,7.0,14.0,1
43.4667,5.25,3.0,4.0,7.0,14.0,1
47.6167,-0.983333,3.0,4.0,7.0,2.0,1
43.45,1.58333,3.0,3.0,7.0,14.0,1
43.6,1.43333,3.0,4.0,7.0,14.0,1
43.6,1.43333,3.0,1.0,7.0,14.0,1
45.8833,0.95,3.0,3.0,7.0,14.0,1
48.7167,2.25,6.0,4.0,6.0,14.0,1
48.7,2.18333,3.0,4.0,7.0,14.0,1
48.6333,2.23333,3.0,4.0,7.0,14.0,1
48.6333,2.36667,6.0,4.0,7.0,14.0,1
48.5667,2.5,3.0,4.0,7.0,11.0,1
48.7,2.3,5.0,4.0,6.0,14.0,1
48.7,2.3,5.0,4.0,6.0,14.0,1
48.7,2.3,5.0,4.0,6.0,14.0,1
48.6333,2.36667,3.0,4.0,7.0,14.0,1
48.7,2.26667,3.0,4.0,7.0,14.0,1
48.7,2.26667,3.0,4.0,7.0,14.0,1
48.6,2.48333,3.0,4.0,7.0,14.0,1
48.7,2.3,3.0,4.0,7.0,14.0,1
45.8333,4.06667,3.0,4.0,7.0,14.0,1
45.4333,4.4,4.0,4.0,6.0,14.0,1
48.5833,7.75,3.0,3.0,6.0,14.0,1
48.6333,7.73333,5.0,3.0,6.0,14.0,1
48.5833,7.75,5.0,4.0,6.0,14.0,1
48.5833,7.75,3.0,4.0,7.0,14.0,1
42.75,2.91667,3.0,3.0,7.0,14.0,1
48.9583,4.36667,5.0,3.0,6.0,14.0,1
45.8667,-0.6,3.0,4.0,7.0,14.0,1
43.85,4.45,3.0,4.0,7.0,14.0,1
48.65,1.53333,3.0,4.0,7.0,14.0,1
44.9667,1.26667,7.0,0.0,7.0,14.0,1
45.1667,0.7,3.0,4.0,7.0,14.0,1
45.4506,0.452222,5.0,3.0,6.0,14.0,1
45.5167,-0.4,3.0,4.0,7.0,14.0,1
45.9833,-1.03333,3.0,4.0,7.0,14.0,1
46.1667,-1.15,3.0,4.0,7.0,14.0,1
45.0,4.88333,3.0,3.0,7.0,14.0,2
45.8833,0.95,3.0,3.0,7.0,3.0,2
48.8583,2.2953,3.0,1.0,7.0,11.0,3
49.1167,6.08333,3.0,0.0,7.0,11.0,3
49.3667,6.16667,3.0,4.0,7.0,11.0,3
49.1333,6.16667,3.0,4.0,7.0,14.0,3
49.1833,6.9,3.0,4.0,7.0,11.0,3
48.7667,7.01667,3.0,4.0,7.0,14.0,3
48.6333,2.33333,3.0,4.0,7.0,14.0,3
48.6823,2.1675,3.0,4.0,7.0,14.0,3
48.6333,2.23333,3.0,4.0,7.0,11.0,3
45.3667,-0.983333,3.0,4.0,7.0,11.0,3
45.3,-0.933333,3.0,4.0,7.0,11.0,3
50.35,2.33333,0.0,3.0,6.0,14.0,3
43.3,-0.366667,3.0,4.0,7.0,11.0,3
43.3,-0.366667,3.0,4.0,7.0,11.0,3
48.9167,2.2,5.0,1.0,7.0,11.0,3
48.7667,2.03333,3.0,4.0,7.0,11.0,3
48.8167,2.05,6.0,4.0,6.0,14.0,3
48.8167,2.05,6.0,4.0,6.0,14.0,3
48.95,2.03333,3.0,4.0,7.0,11.0,3
48.6833,1.33333,7.0,4.0,7.0,14.0,3
47.2667,-0.083333,3.0,4.0,7.0,11.0,3
48.2667,4.1,3.0,4.0,7.0,11.0,3
43.1833,6.05,3.0,4.0,7.0,14.0,3
43.1,5.88333,3.0,4.0,7.0,11.0,3
43.1333,5.98333,3.0,4.0,7.0,11.0,3
43.0934,5.83945,3.0,1.0,7.0,7.0,3
49.9167,2.5,3.0,4.0,7.0,14.0,3
49.1833,-0.45,3.0,4.0,7.0,11.0,3
48.5833,-3.83333,3.0,4.0,7.0,7.0,3
48.3167,6.9,1.0,0.0,7.0,14.0,3
49.1598,5.38278,3.0,4.0,7.0,11.0,3
48.4833,-4.25,3.0,2.0,7.0,14.0,3
45.895,0.575278,3.0,0.0,7.0,11.0,3
47.9833,-4.41667,3.0,4.0,7.0,14.0,3
49.5167,-1.46667,3.0,4.0,7.0,11.0,3
49.05,-1.43333,3.0,0.0,7.0,11.0,3
45.6333,4.23333,3.0,0.0,7.0,11.0,3
48.3,-0.616667,3.0,4.0,7.0,11.0,3
48.7984,2.60528,3.0,4.0,7.0,11.0,3
48.2667,2.68333,5.0,4.0,6.0,0.0,3
43.8333,4.35,3.0,4.0,7.0,14.0,3
43.8333,4.35,3.0,4.0,7.0,2.0,3
44.8667,1.9,3.0,4.0,7.0,4.0,3
46.7236,2.50555,3.0,4.0,7.0,11.0,3
46.7236,2.50555,3.0,4.0,7.0,11.0,3
47.3167,5.0,3.0,0.0,7.0,7.0,3
47.3167,5.01667,3.0,4.0,7.0,11.0,3
47.3167,5.01667,4.0,4.0,6.0,11.0,3
47.2833,5.06667,3.0,4.0,7.0,11.0,3
47.3167,5.01667,3.0,4.0,7.0,11.0,3
47.7167,-3.31667,6.0,4.0,7.0,2.0,3
45.75,3.21667,3.0,4.0,7.0,14.0,3
43.8333,0.666667,3.0,4.0,7.0,11.0,3
48.95,2.86667,6.0,1.0,7.0,11.0,3
48.6333,2.55,3.0,4.0,7.0,14.0,3
46.7333,4.85,3.0,3.0,7.0,14.0,3
48.6833,6.15,3.0,4.0,6.0,14.0,3
48.85,6.06667,3.0,4.0,7.0,11.0,3
44.3833,5.2,3.0,4.0,7.0,11.0,3
46.25,4.78333,3.0,4.0,7.0,11.0,3
45.7333,4.16667,3.0,4.0,7.0,14.0,3
45.4333,4.4,3.0,4.0,7.0,14.0,3
45.7667,4.88333,3.0,4.0,7.0,14.0,3
45.7667,4.88333,3.0,4.0,7.0,14.0,3
45.5167,4.86667,3.0,4.0,7.0,11.0,3
48.8583,2.2953,3.0,1.0,7.0,11.0,3
46.0667,4.71667,3.0,4.0,7.0,11.0,3
43.1167,5.93333,3.0,4.0,7.0,11.0,3
48.6833,1.98333,3.0,4.0,7.0,11.0,3
49.0431,-0.806389,2.0,4.0,8.0,14.0,3
48.7333,2.33333,7.0,4.0,7.0,14.0,3
48.5667,2.5,3.0,4.0,7.0,11.0,3
48.5167,2.21667,3.0,4.0,7.0,11.0,3
48.6333,2.26667,3.0,4.0,7.0,11.0,3
48.6333,2.26667,3.0,4.0,7.0,11.0,3
43.7833,-1.21667,3.0,3.0,7.0,7.0,3
48.9667,2.25,3.0,4.0,7.0,11.0,3
46.1,6.63333,4.0,4.0,6.0,14.0,3
46.1667,6.33333,3.0,4.0,7.0,11.0,3
41.9425,9.33251,5.0,4.0,6.0,7.0,3
43.9333,4.6,3.0,3.0,7.0,8.0,3
47.6167,-0.983333,3.0,4.0,7.0,14.0,3
42.6833,2.88333,3.0,4.0,7.0,4.0,3
48.4333,2.15,3.0,4.0,7.0,14.0,3
48.7167,2.25,6.0,4.0,6.0,11.0,3
48.7,2.18333,3.0,4.0,7.0,14.0,3
48.7,2.3,5.0,4.0,6.0,14.0,3
48.5833,7.75,3.0,4.0,7.0,14.0,3
42.75,2.91667,3.0,3.0,7.0,11.0,3
48.9583,4.36667,5.0,3.0,6.0,11.0,3
49.35,4.2,4.0,3.0,6.0,14.0,3
45.8667,-0.6,3.0,4.0,7.0,14.0,3
48.65,1.53333,3.0,4.0,7.0,14.0,3
44.9667,1.26667,7.0,0.0,7.0,14.0,3
48.8583,2.2953,5.0,4.0,6.0,14.0,4
48.8583,2.2953,5.0,4.0,6.0,11.0,4
48.8583,2.2953,5.0,4.0,6.0,11.0,4
48.8583,2.2953,5.0,4.0,6.0,11.0,4
48.8583,2.2953,6.0,4.0,6.0,11.0,4
48.8583,2.2953,4.0,4.0,6.0,11.0,4
48.8583,2.2953,4.0,4.0,6.0,3.0,4
48.8583,2.2953,3.0,4.0,7.0,11.0,4
48.8583,2.2953,6.0,4.0,7.0,11.0,4
48.8583,2.2953,3.0,4.0,7.0,11.0,4
48.8583,2.2953,3.0,1.0,7.0,11.0,4
48.8583,2.2953,3.0,1.0,7.0,11.0,4
48.8583,2.2953,3.0,4.0,7.0,11.0,4
48.8583,2.2953,3.0,4.0,7.0,11.0,4
48.8583,2.2953,5.0,4.0,6.0,11.0,4
48.8583,2.2953,6.0,4.0,7.0,3.0,4
48.8583,2.2953,3.0,4.0,7.0,14.0,4
48.8583,2.2953,3.0,4.0,7.0,14.0,4
48.8583,2.2953,3.0,4.0,7.0,12.0,4
48.8583,2.2953,5.0,1.0,7.0,14.0,4
48.8583,2.2953,3.0,1.0,7.0,11.0,4
48.8583,2.2953,3.0,1.0,7.0,14.0,4
48.8583,2.2953,5.0,0.0,6.0,11.0,4
48.8583,2.2953,3.0,4.0,7.0,14.0,4
48.8583,2.2953,5.0,4.0,6.0,11.0,4
48.8583,2.2953,3.0,1.0,7.0,14.0,4
48.0,0.2,3.0,4.0,7.0,11.0,4
49.25,4.03333,3.0,4.0,7.0,14.0,4
43.1833,3.0,3.0,4.0,7.0,14.0,4
43.1833,3.0,3.0,4.0,7.0,14.0,4
48.9833,2.23333,3.0,4.0,7.0,11.0,4
48.5167,-2.78333,3.0,4.0,7.0,11.0,4
48.5167,-2.78333,3.0,4.0,7.0,11.0,4
48.7333,7.05,3.0,4.0,7.0,14.0,4
48.6833,6.93333,3.0,4.0,7.0,14.0,4
49.3167,6.08333,3.0,4.0,7.0,14.0,4
49.3167,6.08333,3.0,4.0,7.0,14.0,4
49.3167,6.08333,3.0,4.0,7.0,14.0,4
49.3167,6.08333,3.0,4.0,7.0,14.0,4
49.3667,6.16667,3.0,4.0,7.0,14.0,4
49.3667,6.16667,5.0,4.0,6.0,14.0,4
49.3589,6.18862,3.0,2.0,7.0,14.0,4
49.3667,6.16667,3.0,4.0,7.0,14.0,4
49.15,6.15,3.0,4.0,7.0,11.0,4
49.15,6.15,3.0,4.0,7.0,11.0,4
49.3667,6.16667,4.0,4.0,6.0,14.0,4
49.3333,6.03333,3.0,4.0,7.0,14.0,4
49.1833,6.9,3.0,4.0,7.0,14.0,4
49.3667,6.16667,3.0,4.0,7.0,0.0,4
49.1333,6.2,3.0,4.0,7.0,11.0,4
49.3,6.53333,3.0,1.0,7.0,11.0,4
49.3,6.53333,3.0,1.0,7.0,11.0,4
48.7167,2.45,3.0,4.0,7.0,14.0,4
48.7333,2.28333,3.0,4.0,7.0,11.0,4
48.65,2.41667,3.0,4.0,7.0,14.0,4
48.65,2.41667,5.0,3.0,6.0,14.0,4
48.6333,2.33333,3.0,4.0,7.0,14.0,4
48.7,2.5,3.0,1.0,7.0,14.0,4
48.6833,2.41667,3.0,4.0,7.0,14.0,4
49.3667,6.16667,3.0,4.0,7.0,14.0,4
49.3667,6.16667,5.0,4.0,6.0,14.0,4
44.8333,-0.633333,3.0,4.0,7.0,3.0,4
47.7333,6.26667,3.0,4.0,7.0,14.0,4
47.7333,6.26667,3.0,4.0,7.0,14.0,4
48.5833,7.75,3.0,4.0,7.0,11.0,4
48.5833,7.75,3.0,4.0,7.0,11.0,4
48.5833,7.75,3.0,4.0,7.0,11.0,4
48.5833,7.75,3.0,4.0,7.0,11.0,4
48.5833,7.75,3.0,4.0,7.0,14.0,4
48.5833,7.75,3.0,1.0,7.0,14.0,4
48.5833,7.75,3.0,0.0,7.0,14.0,4
48.5833,7.75,3.0,0.0,7.0,14.0,4
48.5833,7.75,3.0,0.0,7.0,14.0,4
48.9,7.95,3.0,4.0,7.0,11.0,4
50.4167,2.93333,3.0,0.0,7.0,14.0,4
50.35,2.33333,0.0,3.0,6.0,14.0,4
50.4333,2.83333,3.0,1.0,7.0,14.0,4
42.6833,2.88333,3.0,4.0,7.0,11.0,4
42.6833,2.88333,3.0,4.0,7.0,14.0,4
49.5667,2.3,3.0,4.0,7.0,14.0,4
49.5667,2.3,3.0,4.0,7.0,11.0,4
49.5667,2.3,3.0,4.0,7.0,11.0,4
49.5667,2.3,3.0,4.0,7.0,11.0,4
49.5667,2.3,3.0,4.0,7.0,14.0,4
48.0167,0.266667,3.0,4.0,7.0,11.0,4
48.0167,0.266667,3.0,4.0,7.0,14.0,4
43.4833,-1.48333,3.0,4.0,7.0,14.0,4
43.3,-0.366667,3.0,1.0,7.0,3.0,4
48.9833,1.71667,4.0,0.0,6.0,14.0,4
48.95,1.81667,3.0,4.0,7.0,11.0,4
48.7833,1.95,3.0,4.0,7.0,7.0,4
48.7833,1.95,3.0,4.0,7.0,7.0,4
48.7833,1.95,3.0,4.0,7.0,14.0,4
48.7667,2.03333,3.0,4.0,7.0,14.0,4
48.95,2.03333,3.0,4.0,7.0,11.0,4
48.8,2.13333,3.0,4.0,7.0,7.0,4
48.8583,2.2953,3.0,4.0,7.0,3.0,4
48.8833,2.6,5.0,1.0,6.0,14.0,4
48.7333,1.36667,3.0,4.0,7.0,14.0,4
48.7333,1.36667,3.0,4.0,7.0,14.0,4
48.7333,1.36667,3.0,4.0,7.0,14.0,4
49.8667,2.25,3.0,4.0,7.0,11.0,4
47.4167,-0.516667,3.0,0.0,7.0,11.0,4
48.2833,4.05,3.0,4.0,7.0,11.0,4
49.5667,2.3,3.0,4.0,7.0,14.0,4
49.6509,2.04917,3.0,4.0,7.0,14.0,4
49.6509,2.04917,3.0,4.0,7.0,14.0,4
49.5667,2.3,3.0,4.0,7.0,14.0,4
48.0833,-1.68333,3.0,4.0,7.0,11.0,4
48.0833,-1.68333,3.0,4.0,7.0,11.0,4
48.35,-1.2,3.0,4.0,7.0,11.0,4
43.1167,5.93333,3.0,4.0,7.0,7.0,4
43.1167,5.93333,3.0,4.0,7.0,11.0,4
43.1167,5.93333,3.0,4.0,7.0,11.0,4
43.0934,5.83945,3.0,4.0,7.0,7.0,4
43.4167,6.76667,4.0,1.0,6.0,14.0,4
49.9167,2.5,3.0,4.0,7.0,14.0,4
48.6333,4.95,3.0,4.0,7.0,14.0,4
48.6333,4.95,3.0,4.0,7.0,14.0,4
43.2333,0.083333,3.0,4.0,7.0,11.0,4
43.2333,0.083333,3.0,4.0,7.0,14.0,4
49.15,0.233333,3.0,1.0,7.0,14.0,4
48.8333,-1.03333,3.0,4.0,7.0,11.0,4
48.5833,-3.83333,3.0,4.0,7.0,14.0,4
48.2833,6.95,6.0,0.0,6.0,14.0,4
48.2833,6.95,6.0,0.0,6.0,14.0,4
48.2833,6.95,6.0,0.0,6.0,14.0,4
48.2833,6.95,6.0,0.0,6.0,14.0,4
47.9833,-4.41667,3.0,4.0,7.0,14.0,4
48.9667,2.25,3.0,4.0,7.0,4.0,4
48.9833,2.23333,3.0,4.0,7.0,14.0,4
49.0,2.38333,3.0,4.0,7.0,14.0,4
48.9833,2.2,3.0,4.0,7.0,11.0,4
49.0,2.38333,3.0,3.0,7.0,14.0,4
48.9833,2.23333,3.0,4.0,7.0,0.0,4
48.9833,2.26667,3.0,4.0,7.0,11.0,4
49.05,2.1,3.0,4.0,7.0,14.0,4
48.8583,2.2953,5.0,4.0,6.0,11.0,4
49.65,-1.65,5.0,4.0,6.0,11.0,4
49.65,-1.65,3.0,4.0,7.0,14.0,4
49.65,-1.65,3.0,4.0,7.0,14.0,4
49.65,-1.65,3.0,4.0,7.0,14.0,4
49.65,-1.65,3.0,4.0,7.0,11.0,4
49.65,-1.65,4.0,4.0,6.0,14.0,4
49.65,-1.65,4.0,4.0,6.0,14.0,4
49.65,-1.65,4.0,4.0,6.0,14.0,4
49.65,-1.65,4.0,4.0,6.0,14.0,4
49.05,-1.43333,3.0,0.0,7.0,11.0,4
48.8333,-1.6,3.0,4.0,7.0,11.0,4
46.0333,4.03333,3.0,4.0,7.0,2.0,4
45.4333,4.4,5.0,4.0,6.0,14.0,4
45.4333,4.4,5.0,4.0,6.0,14.0,4
45.4333,4.4,3.0,4.0,7.0,14.0,4
45.4333,4.4,2.0,4.0,6.0,14.0,4
46.0367,4.06889,3.0,4.0,7.0,14.0,4
45.4333,4.4,3.0,4.0,6.0,11.0,4
45.4333,4.4,3.0,4.0,7.0,14.0,4
45.4333,4.4,3.0,4.0,7.0,14.0,4
45.4333,4.4,3.0,4.0,7.0,14.0,4
45.4333,4.4,3.0,4.0,7.0,14.0,4
44.9333,4.9,3.0,1.0,7.0,7.0,4
44.9333,4.9,3.0,1.0,7.0,7.0,4
44.9333,4.9,3.0,1.0,7.0,7.0,4
44.9333,4.9,5.0,4.0,6.0,14.0,4
48.95,2.86667,3.0,4.0,7.0,0.0,4
48.8833,2.6,3.0,1.0,7.0,7.0,4
48.2667,2.68333,5.0,4.0,6.0,14.0,4
48.2667,2.68333,5.0,4.0,6.0,14.0,4
48.2667,2.7,3.0,4.0,7.0,14.0,4
48.2667,2.7,3.0,4.0,7.0,14.0,4
44.0833,4.08333,3.0,4.0,7.0,14.0,4
43.6,1.43333,3.0,4.0,7.0,11.0,4
43.6,1.43333,3.0,1.0,7.0,11.0,4
43.5833,1.35,3.0,4.0,7.0,11.0,4
43.6,1.43333,3.0,4.0,7.0,4.0,4
43.6,1.43333,3.0,4.0,7.0,14.0,4
43.6,1.43333,3.0,4.0,7.0,14.0,4
43.6,1.43333,3.0,4.0,7.0,14.0,4
47.0167,2.35,6.0,1.0,7.0,14.0,4
47.2167,2.08333,3.0,4.0,7.0,14.0,4
43.2333,0.083333,3.0,4.0,7.0,11.0,4
45.05,5.05,3.0,4.0,7.0,11.0,4
45.05,5.05,3.0,4.0,7.0,11.0,4
45.7833,3.08333,5.0,4.0,6.0,11.0,4
45.7833,3.08333,3.0,1.0,7.0,14.0,4
45.7833,3.08333,3.0,1.0,7.0,14.0,4
45.7833,3.08333,3.0,1.0,7.0,14.0,4
45.75,3.21667,5.0,1.0,6.0,14.0,4
45.7833,3.08333,3.0,1.0,7.0,14.0,4
45.7833,3.08333,3.0,1.0,7.0,14.0,4
45.7833,3.08333,3.0,4.0,7.0,14.0,4
47.3167,5.01667,3.0,4.0,7.0,4.0,4
47.3167,5.01667,3.0,4.0,7.0,14.0,4
47.3167,5.0,3.0,0.0,7.0,7.0,4
47.3167,5.01667,3.0,4.0,7.0,14.0,4
47.2667,4.98333,5.0,4.0,6.0,14.0,4
47.2667,4.98333,5.0,4.0,6.0,14.0,4
47.2667,4.98333,5.0,4.0,6.0,14.0,4
47.3167,5.0,3.0,4.0,7.0,11.0,4
47.2667,4.98333,3.0,0.0,7.0,11.0,4
47.3167,5.01667,3.0,4.0,7.0,11.0,4
45.7833,3.08333,3.0,0.0,7.0,14.0,4
49.0167,1.9,3.0,4.0,7.0,11.0,4
48.7833,2.0,5.0,4.0,7.0,14.0,4
47.6667,-2.75,6.0,4.0,7.0,11.0,4
47.75,-3.36667,3.0,4.0,6.0,7.0,4
45.9,3.11667,5.0,1.0,6.0,14.0,4
45.7833,3.08333,5.0,4.0,6.0,14.0,4
45.7833,3.08333,3.0,4.0,7.0,14.0,4
45.7833,3.08333,3.0,4.0,7.0,14.0,4
45.7833,3.08333,3.0,4.0,7.0,11.0,4
45.7833,3.08333,3.0,4.0,7.0,11.0,4
45.7833,3.08333,3.0,4.0,7.0,14.0,4
45.7833,3.08333,3.0,1.0,7.0,11.0,4
45.7667,3.05,3.0,4.0,7.0,11.0,4
45.7833,3.08333,3.0,4.0,7.0,14.0,4
45.9,3.11667,3.0,1.0,6.0,11.0,4
44.3333,2.56667,3.0,1.0,7.0,11.0,4
45.7833,3.08333,3.0,4.0,7.0,14.0,4
45.7833,3.08333,3.0,4.0,7.0,11.0,4
45.9,3.11667,3.0,1.0,7.0,14.0,4
45.7833,3.08333,5.0,1.0,7.0,14.0,4
45.7833,3.08333,3.0,4.0,7.0,14.0,4
45.4333,4.4,3.0,4.0,7.0,14.0,4
48.7333,2.61667,3.0,4.0,7.0,11.0,4
45.6367,6.3089,3.0,4.0,7.0,11.0,4
48.6833,6.15,3.0,4.0,6.0,14.0,4
44.2833,4.85,3.0,4.0,7.0,11.0,4
43.4,5.36667,6.0,4.0,6.0,14.0,4
45.4333,4.31667,5.0,4.0,6.0,14.0,4
45.4333,4.4,3.0,4.0,7.0,14.0,4
46.1667,4.71667,3.0,4.0,7.0,11.0,4
46.1667,4.71667,3.0,4.0,7.0,14.0,4
45.7,4.81667,3.0,4.0,7.0,11.0,4
45.5167,4.86667,3.0,4.0,7.0,11.0,4
48.8583,2.2953,3.0,4.0,7.0,14.0,4
45.6917,4.93333,3.0,4.0,6.0,14.0,4
45.6917,4.93333,3.0,4.0,6.0,14.0,4
45.6167,4.9,3.0,4.0,7.0,12.0,4
45.6167,4.9,3.0,4.0,7.0,14.0,4
45.6167,4.9,3.0,4.0,7.0,14.0,4
45.6167,4.9,3.0,4.0,7.0,14.0,4
45.6167,4.9,3.0,4.0,7.0,14.0,4
45.6667,4.85,3.0,4.0,7.0,14.0,4
45.4333,4.31667,3.0,4.0,7.0,14.0,4
48.825,2.125,3.0,4.0,7.0,11.0,4
45.7667,4.88333,3.0,0.0,7.0,14.0,4
49.8833,2.25,3.0,4.0,7.0,14.0,4
48.7,2.45,3.0,4.0,7.0,14.0,4
48.7,2.18333,3.0,4.0,7.0,11.0,4
48.7,2.18333,3.0,4.0,7.0,14.0,4
48.7,2.18333,3.0,4.0,7.0,14.0,4
48.7,2.18333,3.0,4.0,7.0,11.0,4
48.6333,2.3,5.0,4.0,6.0,14.0,4
48.6,2.48333,3.0,4.0,7.0,11.0,4
48.4333,2.15,3.0,4.0,7.0,14.0,4
48.4333,2.15,3.0,4.0,7.0,14.0,4
48.4333,2.15,3.0,4.0,7.0,14.0,4
48.65,2.38333,3.0,4.0,7.0,11.0,4
48.7333,2.33333,3.0,4.0,7.0,11.0,4
48.6667,2.35,3.0,4.0,7.0,11.0,4
48.7333,2.33333,3.0,4.0,7.0,14.0,4
48.6167,2.48333,3.0,4.0,7.0,11.0,4
44.0667,-1.06667,3.0,3.0,7.0,14.0,4
43.3,-0.366667,3.0,4.0,7.0,7.0,4
41.9425,9.33251,5.0,4.0,6.0,7.0,4
43.8333,4.35,3.0,3.0,7.0,14.0,4
43.4667,5.25,3.0,4.0,7.0,14.0,4
47.4167,-0.516667,5.0,4.0,7.0,14.0,4
47.4167,-0.516667,5.0,4.0,7.0,14.0,4
43.45,1.58333,3.0,3.0,7.0,14.0,4
43.6,1.43333,3.0,4.0,7.0,14.0,4
43.6,1.43333,3.0,4.0,7.0,14.0,4
43.6,1.43333,3.0,1.0,7.0,14.0,4
47.2667,-1.61667,5.0,3.0,6.0,0.0,4
47.2667,-1.61667,5.0,3.0,6.0,14.0,4
42.6833,2.88333,3.0,4.0,7.0,14.0,4
48.4333,2.15,3.0,4.0,7.0,14.0,4
48.6823,2.1675,3.0,4.0,7.0,14.0,4
48.6333,2.23333,3.0,4.0,7.0,2.0,4
48.6333,2.36667,6.0,4.0,7.0,11.0,4
48.5667,2.5,3.0,4.0,7.0,11.0,4
48.6333,2.36667,3.0,4.0,7.0,14.0,4
48.7,2.26667,3.0,4.0,7.0,14.0,4
48.6,2.48333,3.0,4.0,7.0,11.0,4
48.7,2.3,3.0,4.0,7.0,11.0,4
45.4333,4.4,4.0,4.0,6.0,14.0,4
48.5833,7.75,3.0,3.0,6.0,14.0,4
48.6333,7.73333,5.0,3.0,6.0,14.0,4
48.5833,7.75,5.0,4.0,6.0,14.0,4
43.85,4.45,3.0,4.0,7.0,14.0,4
45.1667,0.7,3.0,4.0,7.0,11.0,4
45.1667,0.7,3.0,4.0,7.0,11.0,4
45.4506,0.452222,5.0,3.0,6.0,11.0,4
45.9833,-1.03333,3.0,4.0,7.0,11.0,4
46.1667,-1.15,3.0,4.0,7.0,14.0,4
48.5333,-2.78333,3.0,3.0,7.0,14.0,1
48.1833,-2.23333,3.0,4.0,7.0,14.0,1
