latitude,longitude,descr_athmo,descr_lum,descr_etat_surf,descr_dispo_secu,descr_grav
46.0333,-0.833333,3.0,4.0,7.0,14.0,1
47.7833,7.0,3.0,4.0,7.0,14.0,1
47.4667,7.36667,3.0,4.0,7.0,14.0,1
49.1167,2.23333,7.0,4.0,7.0,14.0,1
47.25,-2.16667,3.0,4.0,7.0,14.0,1
48.8583,2.2953,3.0,4.0,7.0,7.0,1
48.8583,2.2953,3.0,1.0,6.0,11.0,1
48.8583,2.2953,3.0,4.0,7.0,14.0,1
48.8583,2.2953,3.0,4.0,7.0,7.0,1
48.8583,2.2953,3.0,1.0,7.0,14.0,1
48.8583,2.2953,3.0,4.0,7.0,14.0,1
48.8583,2.2953,0.0,4.0,0.0,14.0,1
48.8583,2.2953,6.0,4.0,6.0,14.0,1
42.6833,2.88333,3.0,4.0,7.0,14.0,1
48.5167,-2.78333,3.0,1.0,7.0,14.0,1
47.9833,-4.18333,3.0,0.0,7.0,14.0,1
46.5345,0.782223,3.0,1.0,7.0,14.0,1
47.95,1.88333,3.0,0.0,8.0,14.0,1
47.95,1.88333,3.0,0.0,8.0,7.0,1
48.8583,2.2953,3.0,4.0,7.0,7.0,1
48.8583,2.2953,3.0,4.0,7.0,14.0,1
49.2833,2.91667,3.0,1.0,6.0,14.0,1
47.5833,1.38333,2.0,1.0,3.0,14.0,1
47.5833,1.38333,2.0,1.0,3.0,14.0,1
47.5833,1.38333,3.0,1.0,7.0,14.0,1
47.8,7.13333,3.0,4.0,7.0,14.0,1
47.7833,6.98333,0.0,1.0,8.0,14.0,1
48.1,7.3,3.0,1.0,7.0,14.0,1
48.5167,3.71667,3.0,4.0,7.0,7.0,1
48.65,-2.01667,3.0,1.0,7.0,14.0,1
48.0833,-1.68333,3.0,1.0,7.0,14.0,1
48.0833,-1.68333,3.0,1.0,7.0,14.0,1
47.2667,-0.083333,3.0,4.0,7.0,14.0,1
48.8583,2.2953,5.0,4.0,6.0,7.0,1
48.8583,2.2953,3.0,1.0,7.0,7.0,1
48.8583,2.2953,5.0,1.0,6.0,14.0,1
48.8583,2.2953,3.0,1.0,7.0,14.0,1
48.8583,2.2953,3.0,4.0,7.0,14.0,1
44.0833,4.75,3.0,4.0,7.0,14.0,1
43.9664,4.79584,3.0,1.0,7.0,7.0,1
43.8333,4.35,3.0,3.0,7.0,14.0,1
43.1,5.88333,3.0,4.0,7.0,8.0,1
43.1167,5.93333,3.0,4.0,6.0,7.0,1
43.1167,5.93333,5.0,4.0,6.0,7.0,1
45.6939,-0.508333,5.0,3.0,6.0,14.0,1
46.15,-1.08333,3.0,1.0,7.0,14.0,1
46.1667,-1.15,3.0,4.0,7.0,14.0,1
46.1667,-1.15,3.0,1.0,7.0,14.0,1
45.95,-0.516667,3.0,1.0,7.0,14.0,1
45.6667,-1.01667,3.0,1.0,7.0,14.0,1
47.0833,-0.083333,3.0,1.0,7.0,14.0,1
46.5833,0.333333,3.0,4.0,7.0,14.0,1
47.7833,7.0,3.0,4.0,7.0,14.0,1
48.6833,6.2,5.0,1.0,6.0,14.0,1
48.6667,6.15,3.0,4.0,7.0,14.0,1
49.2614,3.98584,3.0,1.0,0.0,0.0,1
48.9667,4.31667,6.0,0.0,7.0,0.0,1
48.9667,4.31667,6.0,0.0,7.0,14.0,1
49.35,0.516667,3.0,4.0,7.0,14.0,1
49.3333,0.616667,2.0,4.0,8.0,14.0,1
46.1667,-1.15,3.0,1.0,7.0,14.0,1
46.1667,-1.15,3.0,1.0,7.0,14.0,1
45.9333,6.63333,6.0,1.0,8.0,14.0,1
45.9333,6.63333,3.0,1.0,7.0,14.0,1
46.2333,6.31667,3.0,4.0,7.0,14.0,1
48.0333,4.41667,2.0,4.0,3.0,14.0,1
49.2,0.716667,3.0,4.0,7.0,8.0,1
49.3,1.35,3.0,4.0,7.0,14.0,1
49.0,2.38333,3.0,1.0,7.0,14.0,1
49.05,2.1,2.0,1.0,3.0,7.0,1
48.9833,2.2,6.0,4.0,7.0,14.0,1
48.9833,2.2,6.0,4.0,7.0,14.0,1
49.0,2.38333,3.0,0.0,7.0,14.0,1
43.6833,4.13333,3.0,4.0,7.0,14.0,1
43.6667,3.85,3.0,4.0,7.0,14.0,1
43.6,3.88333,5.0,1.0,6.0,14.0,1
43.6,3.88333,5.0,1.0,6.0,14.0,1
43.6,3.88333,3.0,4.0,7.0,11.0,1
47.1167,-2.1,3.0,4.0,7.0,14.0,2
49.3,2.88333,6.0,4.0,8.0,14.0,2
47.35,-0.85,3.0,3.0,7.0,11.0,2
43.8,4.23333,3.0,3.0,7.0,11.0,2
43.3,6.08333,3.0,3.0,6.0,14.0,2
46.0833,-0.916667,0.0,4.0,8.0,14.0,2
45.7333,-0.95,3.0,4.0,7.0,14.0,2
47.5667,7.25,3.0,4.0,0.0,11.0,2
46.2167,-0.933333,3.0,3.0,7.0,14.0,2
46.1333,6.26667,3.0,0.0,7.0,8.0,2
45.15,3.53333,3.0,4.0,7.0,14.0,2
44.85,0.4,5.0,3.0,6.0,7.0,2
48.0589,5.05695,2.0,3.0,6.0,11.0,2
46.0,6.0,3.0,4.0,7.0,14.0,2
49.0833,4.21667,3.0,3.0,6.0,7.0,2
48.8333,3.75,3.0,3.0,7.0,8.0,2
49.3864,1.30695,5.0,4.0,6.0,7.0,2
46.95,4.68333,0.0,3.0,6.0,14.0,2
43.75,3.83333,3.0,4.0,7.0,14.0,2
43.2667,2.73333,3.0,4.0,7.0,14.0,2
47.7833,-3.41667,3.0,3.0,7.0,11.0,2
47.8167,-2.28333,0.0,4.0,8.0,14.0,2
48.0,-2.58333,3.0,3.0,7.0,14.0,2
47.1333,-1.75,3.0,3.0,7.0,14.0,2
47.5333,-1.88333,3.0,3.0,7.0,11.0,2
47.1667,-1.26667,3.0,4.0,7.0,11.0,2
47.6333,-2.13333,3.0,4.0,7.0,14.0,2
48.0,1.23333,3.0,4.0,7.0,14.0,2
43.9667,4.68333,3.0,4.0,2.0,14.0,2
43.6234,6.70223,3.0,3.0,7.0,11.0,2
46.3167,2.26667,3.0,4.0,7.0,14.0,2
48.75,3.98333,3.0,0.0,7.0,14.0,2
46.6167,-1.25,3.0,4.0,7.0,11.0,2
47.1333,0.783333,3.0,0.0,8.0,14.0,2
48.0667,-0.933333,8.0,4.0,7.0,11.0,2
46.55,5.58333,5.0,0.0,6.0,7.0,2
49.0167,4.06667,3.0,4.0,7.0,14.0,2
49.0167,4.06667,3.0,4.0,7.0,14.0,2
43.1333,-0.466667,3.0,3.0,7.0,14.0,2
45.7,5.83333,3.0,4.0,7.0,14.0,2
47.7833,7.0,3.0,4.0,7.0,14.0,2
43.7,1.81667,3.0,1.0,7.0,8.0,2
47.4833,-1.23333,1.0,0.0,8.0,14.0,3
47.1167,-2.1,3.0,4.0,7.0,14.0,3
45.6,5.63333,2.0,4.0,3.0,14.0,3
42.6084,2.39972,3.0,4.0,7.0,14.0,3
42.7667,2.98333,4.0,3.0,6.0,14.0,3
42.4667,1.93333,3.0,3.0,7.0,14.0,3
45.9667,0.066667,3.0,4.0,7.0,11.0,3
48.3833,-3.3,3.0,4.0,7.0,14.0,3
48.2833,-4.05,3.0,4.0,8.0,14.0,3
48.5659,3.39723,3.0,4.0,7.0,11.0,3
48.1667,-3.78333,0.0,4.0,8.0,14.0,3
46.4659,-0.984722,3.0,3.0,7.0,14.0,3
46.4659,-0.984722,3.0,3.0,7.0,14.0,3
43.6167,-0.566667,3.0,4.0,7.0,14.0,3
43.6167,-0.566667,3.0,4.0,7.0,14.0,3
43.75,-0.35,2.0,3.0,3.0,14.0,3
49.0833,0.95,2.0,0.0,8.0,14.0,3
49.2667,1.38333,2.0,4.0,3.0,14.0,3
48.9833,1.19167,0.0,3.0,7.0,14.0,3
49.1,0.616667,3.0,4.0,7.0,14.0,3
49.2,1.25,3.0,3.0,7.0,11.0,3
44.4833,2.4,7.0,4.0,8.0,14.0,3
47.4833,5.58333,3.0,3.0,6.0,14.0,3
47.4833,5.58333,3.0,3.0,6.0,14.0,3
48.05,1.98333,2.0,3.0,3.0,14.0,3
48.0167,2.9,0.0,4.0,8.0,14.0,3
49.3,2.88333,6.0,4.0,8.0,14.0,3
49.2667,2.36667,2.0,4.0,3.0,14.0,3
43.9333,4.31667,3.0,3.0,7.0,14.0,3
47.4667,7.26667,3.0,4.0,0.0,14.0,3
47.4667,7.26667,3.0,4.0,0.0,8.0,3
48.0625,7.48001,0.0,4.0,8.0,14.0,3
47.8833,7.01667,3.0,4.0,7.0,14.0,3
47.8167,7.25,3.0,4.0,7.0,14.0,3
47.6333,7.1,3.0,4.0,7.0,14.0,3
48.4667,3.43333,0.0,3.0,8.0,6.0,3
49.05,-0.283333,3.0,3.0,7.0,14.0,3
49.05,-0.283333,3.0,3.0,7.0,14.0,3
49.1667,-0.583333,0.0,0.0,8.0,14.0,3
49.3,0.183333,5.0,4.0,6.0,14.0,3
47.8167,-1.95,1.0,0.0,7.0,14.0,3
47.9167,-1.23333,3.0,4.0,6.0,14.0,3
47.9167,-1.23333,3.0,4.0,6.0,14.0,3
47.9333,-1.6,1.0,0.0,8.0,11.0,3
48.1,-1.11667,3.0,4.0,6.0,14.0,3
48.2667,-1.4,0.0,4.0,8.0,14.0,3
48.2667,-1.4,0.0,4.0,8.0,14.0,3
47.55,-0.416667,2.0,4.0,3.0,14.0,3
47.6333,-0.283333,2.0,3.0,8.0,14.0,3
47.6333,-0.283333,2.0,3.0,8.0,14.0,3
47.4,-0.55,0.0,3.0,8.0,14.0,3
47.4,-0.55,0.0,3.0,8.0,14.0,3
47.65,-0.433333,7.0,4.0,6.0,14.0,3
47.1333,-0.15,3.0,4.0,7.0,11.0,3
47.2667,-0.083333,3.0,3.0,7.0,14.0,3
47.2667,-0.083333,3.0,3.0,7.0,14.0,3
47.2667,-0.083333,3.0,3.0,7.0,14.0,3
47.2667,-0.083333,3.0,3.0,7.0,14.0,3
47.2667,-0.083333,3.0,3.0,7.0,14.0,3
43.8167,4.46667,3.0,4.0,7.0,11.0,3
44.1667,4.08333,3.0,4.0,7.0,14.0,3
44.2333,4.45,3.0,3.0,7.0,14.0,3
43.8,4.25,3.0,0.0,7.0,14.0,3
44.0167,4.05,3.0,3.0,7.0,14.0,3
44.0167,4.05,3.0,3.0,7.0,14.0,3
43.3,6.08333,3.0,4.0,6.0,14.0,3
45.6333,-0.65,3.0,3.0,7.0,14.0,3
45.7333,-0.95,3.0,4.0,7.0,14.0,3
44.2,3.18333,6.0,4.0,6.0,14.0,3
46.5833,0.266667,3.0,3.0,7.0,14.0,3
47.2833,1.33333,3.0,4.0,7.0,11.0,3
44.8333,0.666667,3.0,4.0,7.0,14.0,3
45.1453,0.528056,3.0,4.0,7.0,7.0,3
47.5667,7.25,3.0,4.0,0.0,14.0,3
47.85,7.51667,0.0,0.0,8.0,14.0,3
47.85,7.51667,0.0,0.0,8.0,14.0,3
49.4333,5.6,3.0,3.0,6.0,7.0,3
49.4333,5.6,3.0,3.0,6.0,14.0,3
48.65,6.18333,6.0,0.0,6.0,14.0,3
48.6333,6.3,3.0,4.0,6.0,11.0,3
49.4833,5.75,6.0,4.0,6.0,14.0,3
49.4833,5.75,6.0,4.0,6.0,14.0,3
45.2167,3.93333,1.0,4.0,6.0,14.0,3
49.1667,4.01667,6.0,3.0,6.0,14.0,3
49.0167,3.9,6.0,3.0,6.0,11.0,3
48.7667,0.816667,2.0,4.0,3.0,14.0,3
46.2167,-0.933333,3.0,3.0,7.0,14.0,3
46.1833,-1.06667,3.0,4.0,7.0,11.0,3
46.1333,6.26667,3.0,0.0,7.0,14.0,3
46.6167,0.433333,3.0,3.0,7.0,14.0,3
45.1333,0.85,5.0,4.0,2.0,11.0,3
44.85,0.4,5.0,3.0,6.0,14.0,3
45.25,1.15,3.0,4.0,7.0,14.0,3
48.6167,4.9,3.0,4.0,7.0,14.0,3
50.0667,2.05,3.0,4.0,7.0,14.0,3
50.0667,2.05,3.0,4.0,7.0,14.0,3
46.0667,6.53333,2.0,4.0,3.0,14.0,3
48.0667,4.46667,3.0,3.0,7.0,14.0,3
43.9,2.0,3.0,4.0,7.0,11.0,3
43.8333,1.75,3.0,4.0,7.0,14.0,3
43.9667,2.06667,3.0,4.0,7.0,14.0,3
49.0833,4.21667,3.0,3.0,6.0,14.0,3
49.0833,4.21667,3.0,3.0,6.0,14.0,3
49.0833,4.21667,3.0,3.0,6.0,14.0,3
48.9583,4.36667,3.0,0.0,7.0,14.0,3
46.6333,-0.516667,6.0,3.0,6.0,14.0,3
46.6333,-0.516667,6.0,3.0,6.0,14.0,3
49.3864,1.30695,5.0,4.0,6.0,14.0,3
47.4167,4.9,0.0,0.0,8.0,14.0,3
47.1167,5.05,0.0,4.0,0.0,14.0,3
47.25,5.15,5.0,3.0,6.0,14.0,3
47.4667,4.36667,0.0,0.0,8.0,14.0,3
47.4667,4.36667,0.0,0.0,8.0,14.0,3
43.6167,3.73333,3.0,3.0,7.0,8.0,3
43.4833,3.8,3.0,3.0,7.0,14.0,3
43.75,3.83333,3.0,4.0,7.0,14.0,3
43.4167,3.3,3.0,3.0,7.0,8.0,3
43.2667,2.73333,3.0,4.0,7.0,14.0,3
43.6667,1.48333,3.0,1.0,7.0,11.0,3
43.6333,1.6,6.0,4.0,7.0,14.0,3
43.5848,1.52611,5.0,3.0,6.0,11.0,3
43.6,1.43333,3.0,1.0,7.0,14.0,3
47.6833,-2.55,3.0,0.0,7.0,11.0,3
47.8167,-2.28333,0.0,4.0,8.0,14.0,3
48.0,-2.58333,3.0,3.0,7.0,14.0,3
47.6333,-2.66667,6.0,4.0,8.0,14.0,3
47.1333,-1.75,3.0,3.0,7.0,14.0,3
45.3833,1.36667,3.0,1.0,7.0,4.0,3
43.6833,4.43333,3.0,0.0,7.0,14.0,3
43.6833,4.43333,3.0,0.0,7.0,14.0,3
48.0,1.23333,3.0,4.0,7.0,14.0,3
45.3167,1.76667,3.0,4.0,7.0,11.0,3
47.2667,-0.083333,3.0,0.0,7.0,14.0,3
44.2,4.15,3.0,4.0,7.0,11.0,3
43.9667,4.68333,3.0,4.0,2.0,14.0,3
48.4167,4.58333,6.0,4.0,8.0,14.0,3
48.4167,4.58333,6.0,4.0,8.0,14.0,3
48.4,4.46667,3.0,4.0,7.0,12.0,3
48.4,4.46667,3.0,4.0,7.0,12.0,3
48.4,4.46667,3.0,4.0,7.0,14.0,3
48.4,4.46667,3.0,4.0,7.0,12.0,3
48.4,4.46667,3.0,4.0,7.0,14.0,3
48.3333,4.7,3.0,4.0,7.0,11.0,3
48.1167,3.88333,3.0,3.0,7.0,14.0,3
48.1167,3.88333,3.0,3.0,7.0,14.0,3
48.2333,4.61667,3.0,4.0,7.0,14.0,3
48.4167,4.45,5.0,4.0,6.0,14.0,3
48.4167,4.45,5.0,4.0,6.0,14.0,3
48.2667,4.1,3.0,3.0,7.0,14.0,3
49.85,2.63333,3.0,3.0,7.0,14.0,3
48.5333,6.26667,3.0,3.0,7.0,11.0,3
48.5333,6.26667,3.0,3.0,7.0,14.0,3
43.1587,6.46167,3.0,4.0,7.0,11.0,3
43.1587,6.46167,3.0,4.0,7.0,11.0,3
43.6234,6.70223,3.0,3.0,7.0,8.0,3
43.3,6.63333,3.0,4.0,7.0,14.0,3
43.3,6.63333,3.0,4.0,7.0,14.0,3
43.4,5.93333,3.0,4.0,7.0,14.0,3
46.1667,2.01667,3.0,3.0,7.0,14.0,3
42.6333,2.75,3.0,4.0,7.0,11.0,3
42.4667,1.93333,3.0,4.0,7.0,11.0,3
42.65,2.53333,3.0,4.0,7.0,14.0,3
42.65,2.53333,3.0,4.0,7.0,14.0,3
49.0167,4.41667,3.0,4.0,7.0,11.0,3
43.3333,1.61667,6.0,4.0,6.0,14.0,3
49.4167,2.65,0.0,3.0,7.0,14.0,3
49.3833,2.58333,5.0,4.0,6.0,14.0,3
42.6833,2.88333,4.0,4.0,6.0,14.0,3
46.8667,-1.1,3.0,4.0,7.0,11.0,3
46.9667,-1.0,3.0,3.0,7.0,14.0,3
46.5833,-1.51667,3.0,3.0,7.0,14.0,3
46.5833,-1.51667,3.0,0.0,7.0,14.0,3
46.5833,-1.51667,3.0,0.0,7.0,14.0,3
46.5667,-0.783333,3.0,4.0,7.0,14.0,3
46.5667,-0.783333,3.0,4.0,7.0,14.0,3
48.4667,7.71667,1.0,4.0,7.0,14.0,3
48.5333,7.46667,1.0,3.0,6.0,14.0,3
44.3833,0.316667,5.0,4.0,6.0,14.0,3
47.1333,0.783333,3.0,0.0,8.0,14.0,3
46.4833,6.06667,6.0,3.0,8.0,14.0,3
46.9833,5.61667,1.0,4.0,7.0,14.0,3
47.0333,5.56667,3.0,4.0,7.0,14.0,3
46.55,5.58333,5.0,0.0,6.0,14.0,3
46.3667,5.71667,3.0,4.0,7.0,14.0,3
47.1,5.5,3.0,3.0,7.0,14.0,3
43.3583,-1.7,8.0,4.0,6.0,14.0,3
49.0167,4.06667,3.0,4.0,7.0,14.0,3
49.0167,4.06667,3.0,4.0,7.0,14.0,3
49.0167,4.06667,3.0,4.0,7.0,14.0,3
49.0167,4.06667,3.0,4.0,7.0,14.0,3
43.35,-1.55,4.0,4.0,6.0,14.0,3
43.35,-1.55,4.0,4.0,6.0,14.0,3
44.5167,0.033333,5.0,4.0,6.0,14.0,3
43.9333,2.85,3.0,4.0,7.0,14.0,3
44.4,2.03333,6.0,4.0,2.0,14.0,3
50.7,3.16667,3.0,4.0,6.0,7.0,3
50.7,3.16667,3.0,4.0,6.0,7.0,3
50.7,3.16667,6.0,4.0,7.0,3.0,3
50.7,2.83333,3.0,4.0,7.0,14.0,3
50.2,4.03333,3.0,0.0,7.0,14.0,3
50.2,4.03333,3.0,0.0,7.0,14.0,3
50.7,3.21667,3.0,1.0,7.0,7.0,3
50.6667,3.15,3.0,4.0,7.0,7.0,3
50.3,3.48333,3.0,3.0,7.0,14.0,3
50.7,3.16667,3.0,1.0,7.0,7.0,3
50.6714,3.21445,3.0,4.0,7.0,9.0,3
50.6714,3.21445,3.0,4.0,7.0,7.0,3
50.6714,3.21445,3.0,4.0,7.0,9.0,3
50.6714,3.21445,3.0,4.0,7.0,7.0,3
46.7333,-0.25,3.0,4.0,7.0,11.0,3
46.2,-0.583333,3.0,4.0,6.0,14.0,3
46.2,-0.583333,3.0,4.0,6.0,14.0,3
48.5167,0.533333,5.0,0.0,6.0,14.0,3
